iteration_id,timestamp_utc,scenario_name,status,signature,blockhash_used,error_message
18,2025-07-10T07:19:40.706904Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,EJKr9f9DAkaeNZaMa99nAbvmd6KiEGwsi9MCh2fe9Rxt,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
19,2025-07-10T07:19:51.757686Z,ORIGINAL_SEND,RPC_ERROR,,4msB6Wm9CbfgcUwsvjZSm2zGohzZeBo6gBFoNuUdPrrD,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
20,2025-07-10T07:20:04.281884Z,ORIGINAL_SEND,SUCCESS,5NB94CQfynj2GyiC2uBEUKuMMAWDB3JuMB4SCNmLNnrYtsavazdQVk3byVedi8rk3NXxLQbAaQotPha9GwJFEw9P,5i5k69KrqucsRpuYiGn1Zm1xZH1PRoghSNDQLMsfKfrm,
20,2025-07-10T07:20:10.136667Z,IMMEDIATE_REPLAY,RPC_ERROR,,5i5k69KrqucsRpuYiGn1Zm1xZH1PRoghSNDQLMsfKfrm,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
20,2025-07-10T07:21:50.808650Z,EXPIRED_REPLAY,RPC_ERROR,,5i5k69KrqucsRpuYiGn1Zm1xZH1PRoghSNDQLMsfKfrm,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
20,2025-07-10T07:21:51.014802Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,5i5k69KrqucsRpuYiGn1Zm1xZH1PRoghSNDQLMsfKfrm,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
21,2025-07-10T07:22:02.208118Z,ORIGINAL_SEND,RPC_ERROR,,FvVUT9kBksVxYG9Km1Xigvv38hJzVv2vXsQNrHE2V4gV,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
22,2025-07-10T07:22:13.281389Z,ORIGINAL_SEND,RPC_ERROR,,2Haw91jF6yQ9rrBSeoPenGobg39ixqSiE2uu9FiKGD7N,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
23,2025-07-10T07:22:25.817746Z,ORIGINAL_SEND,SUCCESS,128MbwLyKSJzkqPehQcEPj7J87mkBKJnDNaoRhghvCryxBJRsyN6HAGSTafoMQKP7t3PTpxPJaXRGcgVgWHChoDh,2gHwPtHHdVUV96uT259BH8BMnoa7gyCzaL92bLgqZnD8,
23,2025-07-10T07:22:31.471627Z,IMMEDIATE_REPLAY,RPC_ERROR,,2gHwPtHHdVUV96uT259BH8BMnoa7gyCzaL92bLgqZnD8,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
23,2025-07-10T07:24:12.156372Z,EXPIRED_REPLAY,RPC_ERROR,,2gHwPtHHdVUV96uT259BH8BMnoa7gyCzaL92bLgqZnD8,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
23,2025-07-10T07:24:12.335784Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,2gHwPtHHdVUV96uT259BH8BMnoa7gyCzaL92bLgqZnD8,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
24,2025-07-10T07:24:23.729572Z,ORIGINAL_SEND,RPC_ERROR,,HnPunsucN11cfR1ZRVFrL8RXVVV8rcGewrRqTURort6M,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
25,2025-07-10T07:24:35.887045Z,ORIGINAL_SEND,SUCCESS,3Tb93BuYFGH9rfz89UaKw5bck7WkWJQLgdwq2qHo25Z5TkemWqwcFfUTNCSuKHyoRdN4an6FmuapZ1XCh6UqrBSs,BKiXtFEK6rHhG6ALzrhkWb3qi4gitPSazMuWDCg2oniK,
25,2025-07-10T07:24:41.629779Z,IMMEDIATE_REPLAY,RPC_ERROR,,BKiXtFEK6rHhG6ALzrhkWb3qi4gitPSazMuWDCg2oniK,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
25,2025-07-10T07:26:22.386528Z,EXPIRED_REPLAY,RPC_ERROR,,BKiXtFEK6rHhG6ALzrhkWb3qi4gitPSazMuWDCg2oniK,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
25,2025-07-10T07:26:22.751381Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,BKiXtFEK6rHhG6ALzrhkWb3qi4gitPSazMuWDCg2oniK,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
