iteration_id,timestamp_utc,scenario_name,status,signature,blockhash_used,error_message
5,2025-07-10T06:31:03.582032Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,QzLA6QBgSMqX8wv8ot5B95vTZZC26ghk9tYt6vm5key,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
6,2025-07-10T06:31:14.830395Z,ORIGINAL_SEND,RPC_ERROR,,HN4Cc2U6NCVEK49MBoAjyMkTbWWPyq4KspDK3u5EH7ah,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
7,2025-07-10T06:31:26.140626Z,ORIGINAL_SEND,RPC_ERROR,,8GAjMdBVv4a4kRc8HvBocBQTC5azFpweo3HCuodmJxMx,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
8,2025-07-10T06:31:38.376738Z,ORIGINAL_SEND,SUCCESS,3s7pjumQV6i5abWye6ipc4X2NoEWi5zpg14CevpzBPRBAPV9Lev2vcGaA9cGfJoyJ2QaPGLrmnwJ8pq7rzFwWdGd,2NqU27HfDnUYW1pssQN4qTMesemEouM39Kk7ABKp1E8d,
8,2025-07-10T06:31:44.085647Z,IMMEDIATE_REPLAY,RPC_ERROR,,2NqU27HfDnUYW1pssQN4qTMesemEouM39Kk7ABKp1E8d,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
8,2025-07-10T06:33:24.839927Z,EXPIRED_REPLAY,RPC_ERROR,,2NqU27HfDnUYW1pssQN4qTMesemEouM39Kk7ABKp1E8d,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
8,2025-07-10T06:33:25.049048Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,2NqU27HfDnUYW1pssQN4qTMesemEouM39Kk7ABKp1E8d,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
9,2025-07-10T06:33:36.306215Z,ORIGINAL_SEND,RPC_ERROR,,As77N28e8CZxct1RoZ85hFpJR5cTSMqG6PMm7GEqaF3r,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
10,2025-07-10T06:33:48.452949Z,ORIGINAL_SEND,SUCCESS,j24DqAZnKvaQzGfVUJJcGpVWABnBmtWxygsiBWsBNr2JVDfj8fm49XzxUePtDDoheo3YuJWk1tTKi8zp7Ua63qj,EtgDSyGp3dafiJPdLmNgGe8jUJRkgK5uv5bHHKxW8xtW,
10,2025-07-10T06:33:54.056022Z,IMMEDIATE_REPLAY,RPC_ERROR,,EtgDSyGp3dafiJPdLmNgGe8jUJRkgK5uv5bHHKxW8xtW,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
10,2025-07-10T06:35:34.789954Z,EXPIRED_REPLAY,RPC_ERROR,,EtgDSyGp3dafiJPdLmNgGe8jUJRkgK5uv5bHHKxW8xtW,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
10,2025-07-10T06:35:35.160623Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,EtgDSyGp3dafiJPdLmNgGe8jUJRkgK5uv5bHHKxW8xtW,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
11,2025-07-10T06:35:46.160679Z,ORIGINAL_SEND,RPC_ERROR,,55kME3dDYMmASVMJNWZNPQktG9hJmsJCuDYV3M1U3mZ6,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
12,2025-07-10T06:35:57.184916Z,ORIGINAL_SEND,RPC_ERROR,,2R7SuUzYQ7hkC4guoqmsubXCKnkzPEhXiQciDsZ5ZB6W,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
13,2025-07-10T06:36:09.328395Z,ORIGINAL_SEND,SUCCESS,2xE1ypg9KWUpGJs6w8Sv8r55a82dGh5kzokQPKa2q4kYKu2g8Nj4R2fGUyJ5yEBSSjvLmmHeXu6D24Mzt2jL3cjJ,HxSyXsJcBqmA1aY1YHkGLrjVG16n4i8oL4i6invHUcaq,
13,2025-07-10T06:36:14.919831Z,IMMEDIATE_REPLAY,RPC_ERROR,,HxSyXsJcBqmA1aY1YHkGLrjVG16n4i8oL4i6invHUcaq,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
13,2025-07-10T06:37:55.630726Z,EXPIRED_REPLAY,RPC_ERROR,,HxSyXsJcBqmA1aY1YHkGLrjVG16n4i8oL4i6invHUcaq,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
13,2025-07-10T06:37:55.889384Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,HxSyXsJcBqmA1aY1YHkGLrjVG16n4i8oL4i6invHUcaq,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
14,2025-07-10T06:38:07.127643Z,ORIGINAL_SEND,RPC_ERROR,,85aEyF2gSmVfQyXuDWiyjCQPT2atX3KpStoyrdZ18bND,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
15,2025-07-10T06:38:19.244723Z,ORIGINAL_SEND,SUCCESS,3BhWVSfbifWYbkg47FSUXjwQc3ZppDV6W7LHFQYFwieYXxD74a3SLnZF1zArxFpjx46aYetiGnvVY2qvafWp95AR,KLC9CBNkprd2E4EixQudRFg1yvSXYrtz4UFcLRRq1ic,
15,2025-07-10T06:38:25.421869Z,IMMEDIATE_REPLAY,RPC_ERROR,,KLC9CBNkprd2E4EixQudRFg1yvSXYrtz4UFcLRRq1ic,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
15,2025-07-10T06:40:06.130939Z,EXPIRED_REPLAY,RPC_ERROR,,KLC9CBNkprd2E4EixQudRFg1yvSXYrtz4UFcLRRq1ic,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
15,2025-07-10T06:40:06.356077Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,KLC9CBNkprd2E4EixQudRFg1yvSXYrtz4UFcLRRq1ic,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
16,2025-07-10T06:40:17.520856Z,ORIGINAL_SEND,RPC_ERROR,,63TNtCwwBGjfGLkmh8EbgJwBAJ1W2XJZLtwUJ6aQ71pG,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
17,2025-07-10T06:40:28.707350Z,ORIGINAL_SEND,RPC_ERROR,,6MbZCbUMaszFM2rDy5F2wJDxh9HBYDp6yVho3CTsQU6Z,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
18,2025-07-10T06:40:40.749373Z,ORIGINAL_SEND,SUCCESS,4rkxhN4175Hjygo4kdikeP9vkJj8i9PnJUvyES8av1tsFZadbhb8ARHhwBoPMsKxCQRRr8gKUinNyhMP2GLpDGXs,4oYXuhfGsRx3QYqhZ4S7mtQBukR2sViM62eBbxurFamY,
18,2025-07-10T06:40:46.362311Z,IMMEDIATE_REPLAY,RPC_ERROR,,4oYXuhfGsRx3QYqhZ4S7mtQBukR2sViM62eBbxurFamY,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
18,2025-07-10T06:42:27.076389Z,EXPIRED_REPLAY,RPC_ERROR,,4oYXuhfGsRx3QYqhZ4S7mtQBukR2sViM62eBbxurFamY,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
18,2025-07-10T06:42:27.475572Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,4oYXuhfGsRx3QYqhZ4S7mtQBukR2sViM62eBbxurFamY,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
19,2025-07-10T06:42:38.716369Z,ORIGINAL_SEND,RPC_ERROR,,8b9UzTrmWb5A5xfNyawxBsNQ1rW72JRAQMrjQVkbz6pM,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
20,2025-07-10T06:42:50.920357Z,ORIGINAL_SEND,SUCCESS,4TTShwQGfieh7rXwzK4gvVWCNvdyiUT2wy2TtSkRtepBLw7wjDgmoiPUbXAj8abEExGcevvd8a7Ft9MrEBHfPecL,9s1Ei9GnioJkaRjBcuwD4qLdArMKR8ZsYzgPUj2QP39t,
20,2025-07-10T06:42:56.502491Z,IMMEDIATE_REPLAY,RPC_ERROR,,9s1Ei9GnioJkaRjBcuwD4qLdArMKR8ZsYzgPUj2QP39t,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
20,2025-07-10T06:44:37.267607Z,EXPIRED_REPLAY,RPC_ERROR,,9s1Ei9GnioJkaRjBcuwD4qLdArMKR8ZsYzgPUj2QP39t,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
20,2025-07-10T06:44:37.481427Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,9s1Ei9GnioJkaRjBcuwD4qLdArMKR8ZsYzgPUj2QP39t,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
21,2025-07-10T06:44:48.758551Z,ORIGINAL_SEND,RPC_ERROR,,HQ7MTm839ofd735kHF4sjudugf1szQRnupQ7nbYnNbs,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
22,2025-07-10T06:44:59.844073Z,ORIGINAL_SEND,RPC_ERROR,,GzsoBFAGJvvuRqeQLS3ghYH9MU4XmprGV7yiVetAit3J,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
23,2025-07-10T06:45:12.108456Z,ORIGINAL_SEND,SUCCESS,5Gnu8eSvgGugszVgajywho7w2gWhrRScsv3HV3TYPCe9nnkNvvpFhVhEr9k75uZjzp71StKwgEEGstjxJwtfXVYd,3tWxsnJudc1rjYuxFiLR6qfE2PLaxiqNmyukwnfYbawM,
23,2025-07-10T06:45:17.701805Z,IMMEDIATE_REPLAY,RPC_ERROR,,3tWxsnJudc1rjYuxFiLR6qfE2PLaxiqNmyukwnfYbawM,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
23,2025-07-10T06:46:58.570820Z,EXPIRED_REPLAY,RPC_ERROR,,3tWxsnJudc1rjYuxFiLR6qfE2PLaxiqNmyukwnfYbawM,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
23,2025-07-10T06:46:58.809983Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,3tWxsnJudc1rjYuxFiLR6qfE2PLaxiqNmyukwnfYbawM,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
24,2025-07-10T06:47:09.816204Z,ORIGINAL_SEND,RPC_ERROR,,4NLZfWn5X6uxPbrtGMAZH1fBAFDujA3AYQS31nwtgi2M,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Transaction results in an account (1) with insufficient funds for rent"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(InsufficientFundsForRent { account_index: 1 }), logs: Some([""Program 11111111111111111111111111111111 invoke [1]"", ""Program 11111111111111111111111111111111 success""]), accounts: None, units_consumed: Some(150), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
25,2025-07-10T06:47:21.971026Z,ORIGINAL_SEND,SUCCESS,65ixZ9X8NZm37iswMQvYivhuVw4zRiCWGoX47NB88qVeVWA5JhDFG7GVffGji1fqv1Y8NAXocXEu6Hi77rAacFan,BjWeFkv83MMA3tYSWCP8wE4o4dAf3hgJCeAgZotFWSaQ,
25,2025-07-10T06:47:27.648901Z,IMMEDIATE_REPLAY,RPC_ERROR,,BjWeFkv83MMA3tYSWCP8wE4o4dAf3hgJCeAgZotFWSaQ,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: This transaction has already been processed"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(AlreadyProcessed), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
25,2025-07-10T06:49:08.584467Z,EXPIRED_REPLAY,RPC_ERROR,,BjWeFkv83MMA3tYSWCP8wE4o4dAf3hgJCeAgZotFWSaQ,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
25,2025-07-10T06:49:08.916584Z,CROSS_NETWORK_REPLAY,RPC_ERROR,,BjWeFkv83MMA3tYSWCP8wE4o4dAf3hgJCeAgZotFWSaQ,"SendTransactionPreflightFailureMessage { message: ""Transaction simulation failed: Blockhash not found"", data: RpcSimulateTransactionResult(RpcSimulateTransactionResult { err: Some(BlockhashNotFound), logs: Some([]), accounts: None, units_consumed: Some(0), return_data: None, inner_instructions: None, replacement_blockhash: None }) }"
